Loan Amount,Interest Rate,Income,Credit Score,Loan Term,Property Value,Debt-to-Income Ratio,Loan-to-Value,Income-to-Loan Ratio,Monthly Payment,Interest Burden,Credit Score Category,High Risk Flag,Employment Type,Loan Purpose,Marital Status,Dependents,Approved
247433.51,3.42,63150.35,683,19,355961.89,0.31,0.695,0.255,1477,0.281,Good,0,Self-employed,Home Purchase,Single,1,1
179788.21,5.79,69784.92,644,21,235720.32,0.21,0.763,0.388,1234.58,0.212,Fair,0,Self-employed,Home Improvement,Married,0,0
175102.61,3.27,62956.91,487,21,272325.71,0.19,0.643,0.36,961.69,0.183,Poor,0,Retired,Home Purchase,Married,0,0
206936.36,4.25,62662.06,659,10,169513.61,0.48,1.221,0.303,2119.69,0.406,Fair,0,Salaried,Other,Divorced,0,1
206746.48,3.35,76563.85,693,20,214372.28,0.44,0.964,0.37,1183.4,0.185,Good,0,Salaried,Home Purchase,Married,1,1
210264.67,3,98465.84,672,22,206479.03,0.29,1.018,0.468,1088.95,0.133,Good,0,Salaried,Home Purchase,Single,2,0
318208.27,5.51,60420.82,850,12,279000.12,0.37,1.141,0.19,3025.14,0.601,Excellent,0,Salaried,Home Purchase,Married,0,1
155110.9,6,84739.59,573,10,251158.38,0.31,0.618,0.546,1722.05,0.244,Poor,0,Self-employed,Home Purchase,Married,0,0
155975.44,3,101569.21,512,20,258629.5,0.29,0.603,0.651,865.04,0.102,Poor,0,Self-employed,Refinancing,Married,2,0
178683.95,6,65234.61,567,17,228237.27,0.34,0.783,0.365,1399.28,0.257,Poor,0,Self-employed,Home Improvement,Married,3,0
203157.03,6,105575.29,548,16,266292.35,0.33,0.763,0.52,1648.49,0.187,Poor,0,Salaried,Refinancing,Single,2,1
165769.12,3,42544.88,546,10,228551.3,0.37,0.725,0.257,1600.68,0.451,Poor,0,Salaried,Home Improvement,Married,0,0
175525.78,3,63048.77,646,20,328046.07,0.32,0.535,0.359,973.46,0.185,Fair,0,Unemployed,Home Purchase,Single,2,1
145995.35,4.53,102778.15,752,16,209255.14,0.21,0.698,0.704,1070.27,0.125,Very Good,0,Salaried,Home Purchase,Married,3,1
153434.73,3,74072.28,587,14,150000,0.21,1.023,0.483,1119.61,0.181,Fair,0,Self-employed,Refinancing,Divorced,2,1
126321.58,5.82,82229.05,792,15,186545.04,0.22,0.677,0.651,1053.97,0.154,Very Good,0,Unemployed,Home Purchase,Married,1,0
224348.03,5.21,80437.76,610,24,235537.4,0.34,0.952,0.359,1366.69,0.204,Fair,0,Salaried,Home Purchase,Single,2,1
171636.92,5.59,120000,731,22,231748.79,0.28,0.741,0.699,1131.43,0.113,Good,0,Salaried,Home Purchase,Single,1,1
239050.18,4.7,66762.4,659,12,150000,0.28,1.594,0.279,2175.26,0.391,Fair,0,Salaried,Home Purchase,Married,0,0
228660.28,3.89,40339.76,557,15,303992.26,0.26,0.752,0.176,1679.04,0.499,Poor,0,Salaried,Home Improvement,Married,0,0
294472.87,4.2,40000,571,14,249859.03,0.41,1.179,0.136,2320.76,0.696,Poor,1,Retired,Home Purchase,Divorced,2,0
194100.82,3,75764.59,838,11,232374.12,0.19,0.835,0.39,1728.23,0.274,Excellent,0,Salaried,Home Improvement,Married,3,1
212757,6,95707.04,690,13,241084.42,0.29,0.882,0.45,1967.41,0.247,Good,0,Salaried,Refinancing,Single,1,1
148264.86,5.1,57311.79,682,19,228524.05,0.16,0.649,0.387,1016.69,0.213,Good,0,Self-employed,Other,Divorced,2,0
190829.58,4.6,84802.65,624,17,222909.83,0.43,0.856,0.444,1350.05,0.191,Fair,0,Retired,Home Purchase,Married,3,0
220599.86,3.33,59463.19,693,13,172788.12,0.22,1.277,0.27,1743.84,0.352,Good,0,Unemployed,Home Purchase,Married,1,1
134011.19,5.27,48158.16,618,25,150271.22,0.21,0.892,0.359,804.66,0.201,Fair,0,Salaried,Home Improvement,Married,1,1
226665.98,5.03,64974.05,760,13,252534.5,0.33,0.898,0.287,1982.43,0.366,Very Good,0,Salaried,Home Purchase,Married,2,1
208245.84,4.67,71817.62,682,17,179415.52,0.33,1.161,0.345,1481.37,0.248,Good,0,Retired,Home Improvement,Single,0,1
196336.18,3,97343.99,724,13,223540.62,0.21,0.878,0.496,1521.45,0.188,Good,0,Self-employed,Home Purchase,Single,1,1
206971.32,5.75,89108.93,468,20,326812.24,0.45,0.633,0.431,1453,0.196,Poor,0,Salaried,Home Improvement,Divorced,0,1
189430.13,3.11,69213.56,812,12,329761.38,0.31,0.574,0.365,1578.04,0.274,Excellent,0,Salaried,Other,Single,1,1
212852.38,4.38,73485,692,10,294540.59,0.29,0.723,0.345,2193.39,0.358,Good,0,Self-employed,Home Purchase,Single,2,1
248821.4,3,73152.97,573,12,242354.29,0.3,1.027,0.294,2059.71,0.338,Poor,0,Self-employed,Home Improvement,Single,3,0
270005.3,6,40000,850,14,270484.08,0.22,0.998,0.148,2379.38,0.714,Excellent,0,Self-employed,Other,Divorced,1,1
173605.27,5.16,40000,555,19,225050.91,0.38,0.771,0.23,1196.66,0.359,Poor,0,Self-employed,Home Purchase,Single,0,1
215140.65,3,66598.95,791,12,302355.42,0.39,0.712,0.31,1780.91,0.321,Very Good,0,Salaried,Other,Married,3,0
152578.77,3,60541.63,665,14,170206.02,0.16,0.896,0.397,1113.36,0.221,Fair,0,Retired,Other,Single,1,1
321107.18,3.86,102695.31,629,10,312492.08,0.35,1.028,0.32,3230.05,0.377,Fair,0,Salaried,Home Purchase,Single,0,1
240667.65,4.8,58864.5,596,14,241136.63,0.31,0.998,0.245,1970.72,0.402,Fair,0,Self-employed,Home Improvement,Married,1,0
154519,3,50393,501,11,348992.72,0.34,0.443,0.326,1375.8,0.328,Poor,0,Salaried,Home Purchase,Single,1,0
274508.98,4.2,95934.44,701,13,200964.48,0.31,1.366,0.349,2286.78,0.286,Good,0,Salaried,Refinancing,Single,1,1
119207.98,5.26,40000,735,17,246709.17,0.25,0.483,0.336,885.29,0.266,Good,0,Salaried,Home Purchase,Married,0,1
157156.54,6,102540.06,692,12,251976.68,0.3,0.624,0.652,1533.61,0.179,Good,0,Salaried,Home Purchase,Single,0,0
169729.88,5.72,52556.51,747,12,333153.65,0.34,0.509,0.31,1631.79,0.373,Very Good,0,Salaried,Home Purchase,Married,0,1
188599.99,3.66,66192.02,731,24,262017.23,0.16,0.72,0.351,984.92,0.179,Good,0,Self-employed,Home Purchase,Married,3,1
230259.67,3.69,73977.91,646,12,286379.49,0.29,0.804,0.321,1980.97,0.321,Fair,0,Self-employed,Refinancing,Single,2,0
155562.81,3,65372.02,505,28,392202.8,0.38,0.397,0.42,684.89,0.126,Poor,0,Self-employed,Home Purchase,Single,3,1
177041.34,5.05,81656.08,550,22,181719.76,0.24,0.974,0.461,1112.5,0.163,Poor,0,Self-employed,Home Purchase,Single,2,0
192264.59,3.58,63263.04,537,17,150000,0.25,1.282,0.329,1259.67,0.239,Poor,0,Self-employed,Home Purchase,Married,0,1
232654.43,3.67,96487.04,664,10,307616.24,0.3,0.756,0.415,2318.77,0.288,Fair,0,Salaried,Home Improvement,Single,0,0
182765.7,6,76573.99,704,16,206569.09,0.32,0.885,0.419,1483.03,0.232,Good,0,Salaried,Home Purchase,Married,1,1
213276.57,4.67,91022.83,583,13,353380.09,0.38,0.604,0.427,1825.95,0.241,Fair,0,Self-employed,Home Purchase,Divorced,1,1
220637.99,3.43,64019.37,562,23,252906.37,0.2,0.872,0.29,1157.02,0.217,Poor,0,Retired,Home Purchase,Divorced,2,0
223918.96,3,71533.9,750,10,237071.6,0.4,0.945,0.319,2162.18,0.363,Very Good,0,Salaried,Home Purchase,Single,1,0
100000,4.57,84233.92,606,22,327131.09,0.26,0.306,0.842,601.19,0.086,Fair,0,Salaried,Home Purchase,Single,2,1
213752.88,3,74178.69,663,18,283285.41,0.1,0.755,0.347,1281.93,0.207,Fair,0,Self-employed,Home Purchase,Single,2,0
111859.58,3,43966.89,727,11,304716.83,0.3,0.367,0.393,995.97,0.272,Good,0,Retired,Home Improvement,Single,1,0
199032.35,4.16,106918.14,682,12,337250.42,0.3,0.59,0.537,1757.98,0.197,Good,0,Unemployed,Home Purchase,Single,3,1
190587.1,4.99,83751.13,732,15,217150.91,0.28,0.878,0.439,1506.08,0.216,Good,0,Salaried,Home Purchase,Married,3,1
232316.82,3.89,109611.33,704,16,209074.44,0.26,1.111,0.472,1627.58,0.178,Good,0,Retired,Refinancing,Single,0,0
103994.82,4.51,62560.56,636,16,187923.19,0.16,0.553,0.602,761.3,0.146,Fair,0,Salaried,Refinancing,Single,0,1
144207.07,6,42470.98,713,17,216660.59,0.1,0.666,0.295,1129.29,0.319,Good,0,Self-employed,Home Improvement,Married,0,1
178361.88,4.08,91192.59,637,10,248213.8,0.21,0.719,0.511,1812.85,0.239,Fair,0,Self-employed,Home Purchase,Single,0,0
180542.99,4.12,111835.9,649,19,270941.72,0.18,0.666,0.619,1142.92,0.123,Fair,0,Salaried,Other,Married,1,1
213150.37,4.8,52392.31,482,14,229452.51,0.39,0.929,0.246,1744.43,0.4,Poor,0,Salaried,Home Purchase,Married,2,0
140598.24,6,60372.54,665,16,265082.55,0.4,0.53,0.429,1140.87,0.227,Fair,0,Salaried,Refinancing,Divorced,0,1
211428.8,6,89321.92,726,23,281124.49,0.23,0.752,0.422,1414.14,0.19,Good,0,Self-employed,Home Purchase,Divorced,0,0
193414.97,5.41,77409.38,612,16,259793.78,0.31,0.744,0.4,1507.72,0.234,Fair,0,Salaried,Home Purchase,Married,0,0
270744.58,3,70375.41,755,15,244121.81,0.42,1.109,0.26,1869.71,0.319,Very Good,0,Retired,Home Purchase,Married,0,0
146034.86,5.75,79700.46,816,22,336348.46,0.1,0.434,0.546,976.25,0.147,Excellent,0,Retired,Home Improvement,Married,1,1
243753.7,3.99,71314.61,562,17,314807.58,0.4,0.774,0.293,1647.47,0.277,Poor,0,Salaried,Home Improvement,Married,0,1
188298.96,5.13,101323.6,643,12,224613.84,0.14,0.838,0.538,1753.82,0.208,Fair,0,Unemployed,Home Improvement,Single,0,0
167187.09,6,62844.81,620,13,219986.93,0.15,0.76,0.376,1546.02,0.295,Fair,0,Salaried,Home Purchase,Single,0,1
276085.86,4.63,89320.29,640,15,167120.87,0.33,1.652,0.324,2129.88,0.286,Fair,0,Retired,Home Improvement,Single,0,0
178288.05,3.84,45619.33,815,19,274542.03,0.29,0.649,0.256,1102.76,0.29,Excellent,0,Salaried,Home Purchase,Single,1,1
219799.61,4.03,68294.43,646,12,247522.59,0.26,0.888,0.311,1927.24,0.339,Fair,0,Salaried,Home Purchase,Single,3,0
189103.49,4.99,46697.08,789,20,257682.37,0.25,0.734,0.247,1246.8,0.32,Very Good,0,Retired,Home Improvement,Married,0,1
188596.58,3,92161.47,613,11,219586.23,0.24,0.859,0.489,1679.22,0.219,Fair,0,Self-employed,Home Improvement,Divorced,0,1
229958.12,4.66,87408.49,625,21,344522.5,0.41,0.667,0.38,1432.29,0.197,Fair,0,Salaried,Home Purchase,Single,0,1
237125.24,5.71,100932.48,701,24,259925.67,0.23,0.912,0.426,1514.37,0.18,Good,0,Salaried,Home Purchase,Married,2,1
162242.1,3,110537.15,715,22,252076.76,0.19,0.644,0.681,840.24,0.091,Good,0,Self-employed,Home Purchase,Married,0,1
165903.43,3.66,63229.5,655,15,221419.55,0.29,0.749,0.381,1199.48,0.228,Fair,0,Unemployed,Home Improvement,Single,3,0
100000,4.84,64037.84,601,10,249599.2,0.25,0.401,0.64,1052.66,0.197,Fair,0,Salaried,Home Improvement,Single,2,1
183094.33,4.44,40000,556,12,349692.74,0.26,0.524,0.218,1642.85,0.493,Poor,0,Salaried,Home Purchase,Married,2,0
269730.57,3.38,74646.41,592,14,150000,0.17,1.798,0.277,2017.2,0.324,Fair,0,Unemployed,Refinancing,Single,0,1
277385.1,4.03,90641.71,676,17,393578,0.27,0.705,0.327,1880.57,0.249,Good,0,Unemployed,Home Purchase,Married,2,1
199871.66,4.8,58182.71,850,20,276332.72,0.22,0.723,0.291,1297.35,0.268,Excellent,0,Salaried,Other,Single,2,1
277396.43,3.6,57637.32,613,10,259708.34,0.46,1.068,0.208,2755.83,0.574,Fair,0,Self-employed,Home Purchase,Divorced,2,0
257724.26,5.49,57421.57,601,17,281303.92,0.33,0.916,0.223,1946.09,0.407,Fair,0,Unemployed,Home Purchase,Married,0,0
232301.2,5.01,71797.78,465,18,276029.43,0.28,0.842,0.309,1633.92,0.273,Poor,0,Salaried,Home Purchase,Married,3,0
136124.6,6,100903.07,676,11,224463.13,0.1,0.606,0.741,1411.21,0.168,Good,0,Retired,Refinancing,Single,0,0
186621.44,3.97,91404.28,785,16,227699.87,0.32,0.82,0.49,1314.83,0.173,Very Good,0,Self-employed,Home Improvement,Single,1,1
150874.81,4.56,105534.36,743,13,298572.02,0.21,0.505,0.699,1283.62,0.146,Very Good,0,Salaried,Home Purchase,Divorced,2,1
146775.38,5.59,49224.58,676,13,209024.53,0.15,0.702,0.335,1326.22,0.323,Good,0,Salaried,Home Purchase,Single,1,0
216261.1,4.31,61083.55,567,16,166330.95,0.27,1.3,0.282,1561.48,0.307,Poor,0,Salaried,Home Improvement,Married,0,0
229649.16,4.02,83605.65,566,17,242723.44,0.1,0.946,0.364,1556.03,0.223,Poor,0,Unemployed,Home Improvement,Single,2,1
100000,5.4,57839.28,672,16,267327.89,0.14,0.374,0.578,778.72,0.162,Good,0,Retired,Home Purchase,Married,0,1
176931.41,6,76009.66,815,11,259933.82,0.3,0.681,0.43,1834.25,0.29,Excellent,0,Salaried,Home Purchase,Married,1,1
146833.58,6,85738.27,649,15,339844.81,0.3,0.432,0.584,1239.07,0.173,Fair,0,Salaried,Home Improvement,Married,2,1
200774.23,6,86140.67,627,10,169844.19,0.26,1.182,0.429,2229.01,0.311,Fair,0,Unemployed,Home Purchase,Single,0,0
163414.27,5.27,73062.95,690,15,267118.03,0.22,0.612,0.447,1315.22,0.216,Good,0,Salaried,Home Purchase,Single,2,1
214619.98,4.28,55670.29,557,29,299446.83,0.26,0.717,0.259,1077.96,0.232,Poor,0,Salaried,Home Purchase,Single,1,1
258835.87,3.74,53039.55,559,12,303979.61,0.39,0.851,0.205,2233.55,0.505,Poor,0,Salaried,Refinancing,Married,3,0
203415.99,6,60761.3,763,20,248496.64,0.19,0.819,0.299,1457.34,0.288,Very Good,0,Self-employed,Home Purchase,Married,1,0
239231.48,5.3,103655,636,19,379733.55,0.38,0.63,0.433,1666.91,0.193,Fair,0,Salaried,Home Purchase,Single,0,1
265449.8,3,104848.72,618,10,400000,0.32,0.664,0.395,2563.2,0.293,Fair,0,Salaried,Home Purchase,Divorced,1,1
207382.73,4.95,105178.45,429,12,300577.39,0.37,0.69,0.507,1912.36,0.218,Poor,0,Salaried,Refinancing,Married,0,0
132194.41,3,68502.79,504,16,242211.77,0.47,0.546,0.518,867.77,0.152,Poor,0,Salaried,Refinancing,Married,0,0
140467.72,3,40000,765,21,197562.49,0.35,0.711,0.285,751.99,0.226,Very Good,0,Self-employed,Home Improvement,Single,1,0
194460.73,6,70516.68,742,20,150000,0.32,1.296,0.363,1393.18,0.237,Very Good,0,Salaried,Home Improvement,Single,0,1
290568.7,6,63953.25,459,17,219836.06,0.29,1.322,0.22,2275.45,0.427,Poor,0,Self-employed,Home Purchase,Married,0,0
109430.48,5.41,96230.13,850,12,297764.64,0.24,0.368,0.879,1034.58,0.129,Excellent,0,Salaried,Home Purchase,Married,1,1
221287.62,6,102526.49,680,21,150000,0.32,1.475,0.463,1546.48,0.181,Good,0,Salaried,Home Improvement,Married,1,0
212060.44,3,44164.43,591,20,309568.91,0.38,0.685,0.208,1176.08,0.32,Fair,0,Self-employed,Home Purchase,Single,0,0
228716.06,3.29,68999.15,668,10,220377.69,0.5,1.038,0.302,2239.51,0.389,Fair,0,Retired,Home Purchase,Married,1,1
194340.64,3.52,106401.74,513,14,273358.33,0.4,0.711,0.548,1467.22,0.165,Poor,0,Self-employed,Home Purchase,Married,0,1
200403.16,3,62890.71,643,12,205887.65,0.31,0.973,0.314,1658.91,0.317,Fair,0,Salaried,Other,Married,0,0
198079.13,6,77665.7,708,15,356307.28,0.24,0.556,0.392,1671.5,0.258,Good,0,Self-employed,Home Purchase,Married,0,1
146649.43,3,93699.71,491,18,290788.77,0.27,0.504,0.639,879.49,0.113,Poor,0,Unemployed,Home Purchase,Married,1,0
100000,3.1,90693.89,714,20,342480.69,0.21,0.292,0.907,559.86,0.074,Good,0,Self-employed,Home Purchase,Married,3,1
299975.86,3.52,86006.59,747,16,150000,0.34,2,0.287,2044.97,0.285,Very Good,0,Salaried,Home Purchase,Married,2,0
187390.39,4.07,67906.46,538,13,300905.31,0.18,0.623,0.362,1549.15,0.274,Poor,0,Self-employed,Home Purchase,Married,1,1
145555.6,5.25,88543.23,704,22,356725.03,0.45,0.408,0.608,930.57,0.126,Good,0,Salaried,Home Purchase,Married,3,1
254655.45,6,51082.91,522,11,263229.81,0.35,0.967,0.201,2640.02,0.62,Poor,0,Retired,Home Purchase,Married,0,0
175213.54,4.67,109821.01,602,10,150000,0.32,1.168,0.627,1829.86,0.2,Fair,0,Retired,Home Purchase,Married,1,0
213563.75,6,86869.42,546,10,274149.9,0.19,0.779,0.407,2371,0.328,Poor,0,Salaried,Home Purchase,Married,0,0
223554.86,6,69742.77,741,13,305250.18,0.5,0.732,0.312,2067.26,0.356,Very Good,0,Retired,Home Purchase,Married,0,0
165343.08,4.26,73033.23,673,17,243006.18,0.1,0.68,0.442,1140.72,0.187,Good,0,Self-employed,Home Improvement,Married,0,1
231181.22,3,47758.37,700,18,400000,0.29,0.578,0.207,1386.45,0.348,Good,0,Salaried,Home Purchase,Single,1,1
187760.15,3.83,81662.66,731,17,182084.62,0.3,1.031,0.435,1253.35,0.184,Good,0,Salaried,Refinancing,Single,1,0
246338.08,6,70635.96,625,18,264152.81,0.37,0.933,0.287,1867.64,0.317,Fair,0,Salaried,Other,Married,2,1
252997.83,5.08,99628.39,569,10,198208.3,0.42,1.276,0.394,2692.73,0.324,Poor,1,Retired,Home Purchase,Single,0,0
236366.92,4.07,79969.29,721,20,179288.75,0.28,1.318,0.338,1440.67,0.216,Good,0,Salaried,Home Purchase,Married,0,0
100000,3.45,72179.77,697,10,311459.41,0.22,0.321,0.722,986.39,0.164,Good,0,Salaried,Home Improvement,Married,1,1
218374.14,4.03,99998.13,494,23,323237.73,0.38,0.676,0.458,1214.58,0.146,Poor,0,Salaried,Home Purchase,Married,1,0
251692.76,5.6,76230.65,664,13,166740.53,0.1,1.509,0.303,2274.78,0.358,Fair,0,Unemployed,Home Purchase,Single,0,1
188773.82,4.39,79200.14,464,10,399469.03,0.2,0.473,0.42,1946.23,0.295,Poor,0,Salaried,Refinancing,Married,0,0
121463.35,3,70153.81,586,13,213487.94,0.31,0.569,0.578,941.24,0.161,Fair,0,Salaried,Home Purchase,Single,0,1
189560.77,4.8,65675.98,687,16,190962.46,0.19,0.993,0.346,1416.44,0.259,Good,0,Salaried,Home Improvement,Single,3,0
144215.3,4.03,67052.75,700,23,230690.73,0.17,0.625,0.465,802.19,0.144,Good,0,Self-employed,Home Improvement,Married,1,1
201001.01,3,78049.83,836,15,275364.89,0.41,0.73,0.388,1388.08,0.213,Excellent,0,Salaried,Refinancing,Single,3,1
179691.02,3,119936.24,718,10,150000,0.38,1.198,0.667,1735.11,0.174,Good,0,Self-employed,Refinancing,Married,0,1
214827.38,3,66714.82,504,11,220444.63,0.44,0.975,0.311,1912.77,0.344,Poor,1,Unemployed,Home Purchase,Married,1,0
100000,4.25,65911.36,627,16,306582.82,0.35,0.326,0.659,718.61,0.131,Fair,0,Unemployed,Home Purchase,Married,0,0
262749.33,5.22,71573.74,697,10,279501.71,0.29,0.94,0.272,2815.13,0.472,Good,0,Salaried,Home Purchase,Single,1,0
234923.04,5.63,88653.68,517,19,157560.39,0.42,1.491,0.377,1680.69,0.227,Poor,1,Salaried,Home Improvement,Married,1,0
141830.62,4.92,65204.07,712,22,332761,0.38,0.426,0.46,880.31,0.162,Good,0,Salaried,Home Improvement,Married,3,1
207560.41,5.06,84419.53,850,18,252610.64,0.25,0.822,0.407,1466.26,0.208,Excellent,0,Self-employed,Home Improvement,Single,1,0
242281.49,5.64,71207.67,677,15,255084.67,0.18,0.95,0.294,1998.31,0.337,Good,0,Salaried,Home Improvement,Single,1,1
170376.98,4.1,66167.38,699,10,270311.55,0.38,0.63,0.388,1733.46,0.314,Good,0,Self-employed,Refinancing,Married,0,0
194482.29,4.61,76872.78,752,14,240887.34,0.1,0.807,0.395,1573.2,0.246,Very Good,0,Unemployed,Home Purchase,Married,1,1
101898.75,3.75,62790.63,720,14,168406.64,0.33,0.605,0.616,780.41,0.149,Good,0,Retired,Home Improvement,Single,0,1
100000,5.28,76940.85,612,19,170093.64,0.33,0.588,0.769,695.86,0.109,Fair,0,Self-employed,Refinancing,Single,0,0
135295.7,3,69393.84,652,12,207349.92,0.31,0.652,0.513,1119.96,0.194,Fair,0,Self-employed,Home Purchase,Married,0,0
171581.03,4.55,83034.92,545,10,253793.46,0.29,0.676,0.484,1782.23,0.258,Poor,0,Salaried,Refinancing,Divorced,0,1
281229.18,5.32,66950.57,850,10,318788.17,0.16,0.882,0.238,3027.13,0.543,Excellent,0,Salaried,Home Purchase,Single,1,1
197591.22,6,118860.24,482,24,254548.55,0.27,0.776,0.602,1296.16,0.131,Poor,0,Self-employed,Home Purchase,Single,1,1
100000,4.05,40000,567,11,207801.23,0.24,0.481,0.4,939.86,0.282,Poor,0,Unemployed,Home Improvement,Single,0,0
207367.55,5.32,94641.55,730,19,212748.29,0.29,0.975,0.456,1446.79,0.183,Good,0,Salaried,Refinancing,Married,0,1
219183.45,3.06,62369.53,850,10,176373.86,0.31,1.243,0.285,2122.57,0.408,Excellent,0,Salaried,Home Purchase,Married,1,1
159031.39,4.17,75676.75,619,19,296348.16,0.1,0.537,0.476,1011.27,0.16,Fair,0,Salaried,Home Improvement,Single,0,1
200792.57,4.96,77827.19,367,10,228852.49,0.27,0.877,0.388,2126.11,0.328,Poor,0,Retired,Refinancing,Married,0,0
255859.77,5.51,85095.88,485,11,272651.05,0.27,0.938,0.333,2589.54,0.365,Poor,0,Self-employed,Home Purchase,Divorced,0,1
182161.79,3.66,94582.36,797,14,238168.97,0.3,0.765,0.519,1387.21,0.176,Very Good,0,Self-employed,Home Purchase,Single,3,0
175762.5,5.54,66060.85,495,14,290035.64,0.35,0.606,0.376,1506.39,0.274,Poor,0,Salaried,Home Improvement,Divorced,1,1
163840.34,3,67948.79,363,22,187916.49,0.41,0.872,0.415,848.52,0.15,Poor,0,Salaried,Home Purchase,Married,0,0
220814.24,4.42,58092,556,27,269339.55,0.35,0.82,0.263,1168.34,0.241,Poor,0,Retired,Refinancing,Single,0,0
174888.07,3,105290.03,683,13,198833.54,0.26,0.88,0.602,1355.24,0.154,Good,0,Unemployed,Home Purchase,Single,0,0
200493.64,3.3,54817.57,675,19,324969.88,0.26,0.617,0.273,1184.8,0.259,Good,0,Salaried,Home Purchase,Single,0,0
155560.76,3.74,90352.94,819,10,200576.41,0.39,0.776,0.581,1555.93,0.207,Excellent,0,Salaried,Home Purchase,Single,0,1
172108.34,6,55861.06,597,14,221646.76,0.16,0.776,0.325,1516.68,0.326,Fair,0,Salaried,Home Purchase,Married,0,1
295694.66,6,77851.86,645,12,256525.91,0.14,1.153,0.263,2885.54,0.445,Fair,0,Salaried,Refinancing,Married,0,0
159998.1,3,51130.65,597,10,286425.5,0.33,0.559,0.32,1544.95,0.363,Fair,0,Salaried,Home Improvement,Married,2,0
274774.44,3.04,52160.46,581,25,273194.2,0.26,1.006,0.19,1308.35,0.301,Fair,0,Self-employed,Home Improvement,Divorced,3,0
144515.19,3,114009.15,672,15,386528.93,0.2,0.374,0.789,998,0.105,Good,0,Retired,Other,Single,1,1
279234.67,4.09,88436.52,624,16,276593.08,0.19,1.01,0.317,1984.14,0.269,Fair,0,Salaried,Home Purchase,Single,2,0
192588.6,3.08,67209.58,593,16,308734.38,0.18,0.624,0.349,1271.63,0.227,Fair,0,Self-employed,Home Improvement,Single,0,1
217947.88,3,95559.37,491,19,170462.23,0.13,1.279,0.438,1255.25,0.158,Poor,0,Salaried,Home Improvement,Married,0,1
153393.77,3,101822.15,507,23,313230.01,0.48,0.49,0.664,770.06,0.091,Poor,0,Salaried,Home Purchase,Single,1,1
213072.12,3,97065.97,804,10,162852.13,0.36,1.308,0.456,2057.44,0.254,Excellent,0,Salaried,Home Improvement,Married,0,1
218256.57,3.62,71957.14,749,10,285184.25,0.32,0.765,0.33,2170.9,0.362,Very Good,0,Self-employed,Refinancing,Married,3,0
200450.59,4.23,63155.59,632,17,269819.8,0.25,0.743,0.315,1379.74,0.262,Fair,0,Self-employed,Home Purchase,Married,2,0
129072.51,4.24,85199.79,709,18,400000,0.1,0.323,0.66,855.62,0.121,Good,0,Self-employed,Home Purchase,Married,2,1
156376.71,3,59380.54,604,11,400000,0.29,0.391,0.38,1392.34,0.281,Fair,0,Salaried,Home Purchase,Divorced,2,1
136718.13,3.23,58101.82,630,10,245277.63,0.12,0.557,0.425,1335.03,0.276,Fair,0,Self-employed,Home Purchase,Single,1,0
197473.24,6,101723.91,850,17,264752.98,0.26,0.746,0.515,1546.41,0.182,Excellent,0,Salaried,Home Purchase,Married,0,0
150633.2,6,42130.69,498,12,233468.2,0.32,0.645,0.28,1469.95,0.419,Poor,0,Salaried,Home Purchase,Married,3,0
139958.77,6,110417.78,806,17,244273.33,0.21,0.573,0.789,1096.02,0.119,Excellent,0,Self-employed,Home Purchase,Married,0,1
141068.76,3.53,69930.64,620,22,150000,0.24,0.94,0.496,769.16,0.132,Fair,0,Unemployed,Home Purchase,Divorced,0,1
155015.71,3,99640.82,656,18,203045.75,0.28,0.763,0.643,929.67,0.112,Fair,0,Retired,Home Purchase,Married,0,1
326228.53,3.64,81921.54,729,16,198899.7,0.38,1.64,0.251,2243.78,0.329,Good,0,Salaried,Home Improvement,Single,0,0
220711.08,6,82517.48,678,14,252205.55,0.23,0.875,0.374,1944.99,0.283,Good,0,Salaried,Home Improvement,Divorced,1,0
203189.17,4.49,86534.72,513,22,187401.52,0.49,1.084,0.426,1212.91,0.168,Poor,1,Unemployed,Refinancing,Single,1,0
